project;bugtype;count;version
javaslang-circuitbreaker;JMH_BENCHMARK_METHOD_FOUND;17;na
javaslang-circuitbreaker;JMH_DEAD_STORE_VARIABLE;300;na
javaslang-circuitbreaker;JMH_BENCHMARK_METHOD_FOUND;17;na
xstream;JMH_DEAD_STORE_VARIABLE;664;na
xstream;JMH_BENCHMARK_METHOD_FOUND;18;na
xstream;JMH_LOOP_INSIDE_BENCHMARK;1;na
rxjava-extras;JMH_BENCHMARK_METHOD_FOUND;1;na
rxjava-extras;JMH_DEAD_STORE_VARIABLE;2;na
airlift;JMH_BENCHMARK_METHOD_FOUND;6;na
airlift;JMH_LOOP_INSIDE_BENCHMARK;4;na
airlift;JMH_UNSINKED_VARIABLE;1;na
glowroot;JMH_DEAD_STORE_VARIABLE;174;na
glowroot;JMH_BENCHMARK_METHOD_FOUND;5;na
glowroot;JMH_LOOP_INSIDE_BENCHMARK;3;na
glowroot;JMH_BENCHMARKMODE_SINGLESHOT;1;na
glowroot;JMH_IGNORED_STATIC_METHOD_RETURN;1;na
jenetics;JMH_BENCHMARK_METHOD_FOUND;47;na
jenetics;JMH_DEAD_STORE_VARIABLE;267;na
jenetics;JMH_LOOP_INSIDE_BENCHMARK;16;na
jenetics;JMH_STATE_FINAL_PRIMITIVE;1;na
jenetics;JMH_UNSAFELOOP_INSIDE_BENCHMARK;8;na
geo;JMH_BENCHMARK_METHOD_FOUND;2;na
geo;JMH_IGNORED_STATIC_METHOD_RETURN;2;na
ohc;JMH_DEAD_STORE_VARIABLE;1;na
ohc;JMH_BENCHMARK_METHOD_FOUND;8;na
reveno;JMH_DEAD_STORE_VARIABLE;8;na
reveno;JMH_BENCHMARK_METHOD_FOUND;1;na
reactivesocket-java;JMH_BENCHMARK_METHOD_FOUND;7;na
reactivesocket-java;JMH_LOOP_INSIDE_BENCHMARK;2;na
reactivesocket-java;JMH_UNSINKED_VARIABLE;2;na
mini2Dx;JMH_BENCHMARK_METHOD_FOUND;55;na
hpack;JMH_BENCHMARK_METHOD_FOUND;2;na
hpack;JMH_UNSINKED_VARIABLE;2;na
hpack;JMH_LOOP_INSIDE_BENCHMARK;3;na
motif;JMH_BENCHMARK_METHOD_FOUND;4;na
motif;JMH_DEAD_STORE_VARIABLE;1;na
reactive-streams-commons;JMH_DEAD_STORE_VARIABLE;1;na
reactive-streams-commons;JMH_BENCHMARK_METHOD_FOUND;157;na
reactive-streams-commons;JMH_LOOP_INSIDE_BENCHMARK;9;na
reactive-streams-commons;JMH_UNSINKED_VARIABLE;2;na
reactive-streams-commons;JMH_IGNORED_STATIC_METHOD_RETURN;2;na
jbender;JMH_BENCHMARK_METHOD_FOUND;1;na
jbender;JMH_IGNORED_STATIC_METHOD_RETURN;1;na
jbender;JMH_LOOP_INSIDE_BENCHMARK;1;na
bucket4j;JMH_BENCHMARK_METHOD_FOUND;9;na
bucket4j;JMH_DEAD_STORE_VARIABLE;1;na
gumtree;JMH_BENCHMARK_METHOD_FOUND;1;na
gumtree;JMH_UNSINKED_VARIABLE;1;na
sqlg;JMH_BENCHMARK_METHOD_FOUND;10;na
sqlg;JMH_LOOP_INSIDE_BENCHMARK;6;na
sqlg;JMH_DEAD_STORE_VARIABLE;2;na
sqlg;JMH_UNSINKED_VARIABLE;2;na
aircompressor;JMH_BENCHMARK_METHOD_FOUND;2;na
Trident;JMH_BENCHMARK_METHOD_FOUND;8;na
Trident;JMH_UNSINKED_VARIABLE;3;na
parity;JMH_BENCHMARK_METHOD_FOUND;7;na
parity;JMH_DEAD_STORE_VARIABLE;4;na
template-benchmark;JMH_DEAD_STORE_VARIABLE;9;na
template-benchmark;JMH_BENCHMARK_METHOD_FOUND;8;na
autolink-java;JMH_BENCHMARK_METHOD_FOUND;1;na
injector;JMH_BENCHMARK_METHOD_FOUND;1;na
TridentSDK;JMH_BENCHMARK_METHOD_FOUND;1;na
jmh-samples;JMH_DEAD_STORE_VARIABLE;10;na
jmh-samples;JMH_BENCHMARK_METHOD_FOUND;19;na
jmh-samples;JMH_LOOP_INSIDE_BENCHMARK;8;na
jmh-samples;JMH_UNSAFELOOP_INSIDE_BENCHMARK;5;na
jmh-samples;JMH_UNSINKED_VARIABLE;8;na
jmh-samples;JMH_STATE_FINAL_PRIMITIVE;6;na
completable-futures;JMH_BENCHMARK_METHOD_FOUND;4;na
completable-futures;JMH_LOOP_INSIDE_BENCHMARK;2;na
completable-futures;JMH_UNSINKED_VARIABLE;2;na
hashmapTest;JMH_DEAD_STORE_VARIABLE;121;na
hashmapTest;JMH_BENCHMARK_METHOD_FOUND;1;na
fixio;JMH_BENCHMARK_METHOD_FOUND;1;na
fixio;JMH_FIXTURE_USING_INVOCATION_SCOPE;1;na
unsafe;JMH_DEAD_STORE_VARIABLE;2;na
unsafe;JMH_BENCHMARK_METHOD_FOUND;4;na
notification;JMH_DEAD_STORE_VARIABLE;3;na
notification;JMH_BENCHMARK_METHOD_FOUND;6;na
notification;JMH_UNSINKED_VARIABLE;3;na
jvm-unsafe-utils;JMH_BENCHMARK_METHOD_FOUND;3;na
jvm-unsafe-utils;JMH_DEAD_STORE_VARIABLE;1;na
jvm-unsafe-utils;JMH_UNSINKED_VARIABLE;1;na
paleo;JMH_BENCHMARK_METHOD_FOUND;1;na
paleo;JMH_UNSINKED_VARIABLE;1;na
graph_processing;JMH_BENCHMARK_METHOD_FOUND;7;na
yauaa;JMH_BENCHMARK_METHOD_FOUND;15;na
directory-kerby;JMH_DEAD_STORE_VARIABLE;6;na
directory-kerby;JMH_BENCHMARK_METHOD_FOUND;2;na
directory-kerby;JMH_UNSINKED_VARIABLE;1;na
json-avro-converter;JMH_BENCHMARK_METHOD_FOUND;4;na
gorilla-tsc;JMH_BENCHMARK_METHOD_FOUND;4;na
gorilla-tsc;JMH_LOOP_INSIDE_BENCHMARK;4;na
gorilla-tsc;JMH_UNSINKED_VARIABLE;4;na
zipkin-reporter-java;JMH_BENCHMARK_METHOD_FOUND;10;na
zipkin-reporter-java;JMH_LOOP_INSIDE_BENCHMARK;4;na
rxjava2-extras;JMH_BENCHMARK_METHOD_FOUND;10;na
idea-gradle-dependencies-formatter;JMH_DEAD_STORE_VARIABLE;180;na
idea-gradle-dependencies-formatter;JMH_BENCHMARK_METHOD_FOUND;1;na
FieldMagic;JMH_BENCHMARK_METHOD_FOUND;3;na
FieldMagic;JMH_LOOP_INSIDE_BENCHMARK;1;na
oopsla15-artifact;JMH_DEAD_STORE_VARIABLE;84;na
oopsla15-artifact;JMH_BENCHMARKMODE_SINGLESHOT;5;na
oopsla15-artifact;JMH_BENCHMARK_METHOD_FOUND;213;na
oopsla15-artifact;JMH_STATE_FINAL_PRIMITIVE;2;na
oopsla15-artifact;JMH_LOOP_INSIDE_BENCHMARK;26;na
oopsla15-artifact;JMH_UNSINKED_VARIABLE;5;na
oopsla15-artifact;JMH_FIXTURE_USING_INVOCATION_SCOPE;13;na
oopsla15-artifact;JMH_IGNORED_STATIC_PRIMITIVE_METHOD_RETURN;2;na
oopsla15-artifact;JMH_NOTFORKED_BENCHMARK;3;na
oopsla15-artifact;JMH_UNSAFELOOP_INSIDE_BENCHMARK;1;na
streamalg;JMH_BENCHMARK_METHOD_FOUND;34;na
streamalg;JMH_LOOP_INSIDE_BENCHMARK;5;na
streamalg;JMH_UNSAFELOOP_INSIDE_BENCHMARK;4;na
streamalg;JMH_UNSINKED_VARIABLE;23;na
entity-system-benchmarks;JMH_BENCHMARK_METHOD_FOUND;20;na
entity-system-benchmarks;JMH_DEAD_STORE_VARIABLE;4;na
cryptolib;JMH_DEAD_STORE_VARIABLE;11;na
cryptolib;JMH_BENCHMARK_METHOD_FOUND;8;na
cryptolib;JMH_FIXTURE_USING_INVOCATION_SCOPE;1;na
cryptolib;JMH_BENCHMARKMODE_SINGLESHOT;1;na
cryptolib;JMH_LOOP_INSIDE_BENCHMARK;5;na
template-compiler;JMH_BENCHMARK_METHOD_FOUND;27;na
cache2k-benchmark;JMH_DEAD_STORE_VARIABLE;3;na
cache2k-benchmark;JMH_BENCHMARK_METHOD_FOUND;28;na
cache2k-benchmark;JMH_STATE_FINAL_PRIMITIVE;1;na
cache2k-benchmark;JMH_LOOP_INSIDE_BENCHMARK;5;na
cache2k-benchmark;JMH_UNSINKED_VARIABLE;3;na
cache2k-benchmark;JMH_BENCHMARKMODE_SINGLESHOT;1;na
silverflash;JMH_DEAD_STORE_VARIABLE;23;na
silverflash;JMH_BENCHMARK_METHOD_FOUND;6;na
silverflash;JMH_LOOP_INSIDE_BENCHMARK;6;na
silverflash;JMH_STATE_FINAL_PRIMITIVE;3;na
silverflash;JMH_UNSINKED_VARIABLE;3;na
rest-schemagen;JMH_BENCHMARK_METHOD_FOUND;2;na
rest-schemagen;JMH_DEAD_STORE_VARIABLE;5;na
rest-schemagen;JMH_UNSINKED_VARIABLE;2;na
sulky;JMH_DEAD_STORE_VARIABLE;14;na
sulky;JMH_BENCHMARK_METHOD_FOUND;6;na
jvptree;JMH_BENCHMARK_METHOD_FOUND;8;na
jvptree;JMH_DEAD_STORE_VARIABLE;1;na
compactmap;JMH_BENCHMARK_METHOD_FOUND;9;na
compactmap;JMH_LOOP_INSIDE_BENCHMARK;9;na
compactmap;JMH_UNSINKED_VARIABLE;9;na
java-final-benchmark;JMH_BENCHMARK_METHOD_FOUND;34;na
java-final-benchmark;JMH_DEAD_STORE_VARIABLE;2;na
rut;JMH_BENCHMARK_METHOD_FOUND;5;na
rut;JMH_LOOP_INSIDE_BENCHMARK;2;na
cqrs-hotel;JMH_DEAD_STORE_VARIABLE;12;na
cqrs-hotel;JMH_BENCHMARK_METHOD_FOUND;6;na
cqrs-hotel;JMH_UNSINKED_VARIABLE;3;na
parallelism-benchmarks;JMH_DEAD_STORE_VARIABLE;84;na
parallelism-benchmarks;JMH_BENCHMARK_METHOD_FOUND;5;na
parallelism-benchmarks;JMH_LOOP_INSIDE_BENCHMARK;12;na
parallelism-benchmarks;JMH_UNSINKED_VARIABLE;5;na
moar;JMH_BENCHMARK_METHOD_FOUND;7;na
moar;JMH_LOOP_INSIDE_BENCHMARK;11;na
moar;JMH_UNSINKED_VARIABLE;6;na
moar;JMH_DEAD_STORE_VARIABLE;9;na
siv-mode;JMH_BENCHMARK_METHOD_FOUND;3;na
SparkJNI;JMH_BENCHMARK_METHOD_FOUND;2;na
microbenchmarks;JMH_BENCHMARK_METHOD_FOUND;67;na
microbenchmarks;JMH_LOOP_INSIDE_BENCHMARK;36;na
microbenchmarks;JMH_UNSAFELOOP_INSIDE_BENCHMARK;17;na
microbenchmarks;JMH_UNSINKED_VARIABLE;5;na
microbenchmarks;JMH_STATE_FINAL_PRIMITIVE;5;na
microbenchmarks;JMH_DEAD_STORE_VARIABLE;2;na
less-compiler;JMH_BENCHMARK_METHOD_FOUND;1;na
neo4j-jdbc;JMH_BENCHMARK_METHOD_FOUND;3;na
neo4j-jdbc;JMH_UNSINKED_VARIABLE;3;na
sandbox-query-benchmark-jooq-hibernate-jdbc;JMH_BENCHMARK_METHOD_FOUND;10;na
westcache;JMH_BENCHMARK_METHOD_FOUND;2;na
westcache;JMH_DEAD_STORE_VARIABLE;16;na
PRNG-Performance;JMH_BENCHMARK_METHOD_FOUND;18;na
test-data-generator;JMH_BENCHMARK_METHOD_FOUND;9;na
test-data-generator;JMH_LOOP_INSIDE_BENCHMARK;1;na
bpm;JMH_BENCHMARK_METHOD_FOUND;3;na
bpm;JMH_LOOP_INSIDE_BENCHMARK;3;na
bpm;JMH_UNSINKED_VARIABLE;3;na
pcg-java;JMH_BENCHMARK_METHOD_FOUND;4;na
pcg-java;JMH_DEAD_STORE_VARIABLE;2;na
jmh-utils;JMH_BENCHMARK_METHOD_FOUND;2;na
spray-cache-spymemcached;JMH_STATE_FINAL_PRIMITIVE;2;na
stringbench;JMH_BENCHMARK_METHOD_FOUND;6;na
stringbench;JMH_LOOP_INSIDE_BENCHMARK;2;na
stringbench;JMH_UNSINKED_VARIABLE;2;na
stringbench;JMH_DEAD_STORE_VARIABLE;27;na
java-eid-exceptions;JMH_BENCHMARK_METHOD_FOUND;9;na
java-eid-exceptions;JMH_LOOP_INSIDE_BENCHMARK;13;na
safepoint-experiments;JMH_DEAD_STORE_VARIABLE;9;na
safepoint-experiments;JMH_BENCHMARK_METHOD_FOUND;18;na
safepoint-experiments;JMH_LOOP_INSIDE_BENCHMARK;17;na
safepoint-experiments;JMH_UNSAFELOOP_INSIDE_BENCHMARK;11;na
safepoint-experiments;JMH_UNSINKED_VARIABLE;1;na
golo-jmh-benchmarks;JMH_BENCHMARK_METHOD_FOUND;92;na
golo-jmh-benchmarks;JMH_BENCHMARKMODE_SINGLESHOT;1;na
golo-jmh-benchmarks;JMH_UNSINKED_VARIABLE;8;na
golo-jmh-benchmarks;JMH_LOOP_INSIDE_BENCHMARK;1;na
viktor;JMH_DEAD_STORE_VARIABLE;1;na
viktor;JMH_BENCHMARK_METHOD_FOUND;27;na
viktor;JMH_LOOP_INSIDE_BENCHMARK;8;na
viktor;JMH_UNSAFELOOP_INSIDE_BENCHMARK;6;na
viktor;JMH_UNSINKED_VARIABLE;4;na
prairie;JMH_BENCHMARK_METHOD_FOUND;23;na
prairie;JMH_FIXTURE_USING_INVOCATION_SCOPE;32;na
lab-java8streamperformancebenchmark;JMH_DEAD_STORE_VARIABLE;15;na
lab-java8streamperformancebenchmark;JMH_BENCHMARK_METHOD_FOUND;64;na
lab-java8streamperformancebenchmark;JMH_LOOP_INSIDE_BENCHMARK;30;na
lab-java8streamperformancebenchmark;JMH_UNSINKED_VARIABLE;5;na
lab-java8streamperformancebenchmark;JMH_UNSAFELOOP_INSIDE_BENCHMARK;6;na
false-sharing-demo;JMH_BENCHMARK_METHOD_FOUND;4;na
invokedynamic-talk-code;JMH_BENCHMARK_METHOD_FOUND;7;na
audio-recognition;JMH_DEAD_STORE_VARIABLE;1;na
audio-recognition;JMH_BENCHMARK_METHOD_FOUND;1;na
audio-recognition;JMH_IGNORED_STATIC_METHOD_RETURN;1;na
uploader;JMH_BENCHMARK_METHOD_FOUND;1;na
uploader;JMH_DEAD_STORE_VARIABLE;2;na
fast-rng-java;JMH_BENCHMARK_METHOD_FOUND;21;na
fast-rng-java;JMH_DEAD_STORE_VARIABLE;1;na
vertx-http-router;JMH_BENCHMARK_METHOD_FOUND;2;na
disruptor_benchmark;JMH_BENCHMARK_METHOD_FOUND;16;na
disruptor_benchmark;JMH_LOOP_INSIDE_BENCHMARK;38;na
disruptor_benchmark;JMH_UNSINKED_VARIABLE;4;na
disruptor_benchmark;JMH_DEAD_STORE_VARIABLE;5;na
collections-m0e4;JMH_BENCHMARK_METHOD_FOUND;2;na
collections-m0e4;JMH_LOOP_INSIDE_BENCHMARK;2;na
collections-m0e4;JMH_UNSINKED_VARIABLE;2;na
collections-m0e4;JMH_DEAD_STORE_VARIABLE;1;na
to-array-benchmark;JMH_BENCHMARK_METHOD_FOUND;4;na
dispatching;JMH_DEAD_STORE_VARIABLE;1;na
dispatching;JMH_BENCHMARK_METHOD_FOUND;9;na
risky;JMH_DEAD_STORE_VARIABLE;25;na
risky;JMH_BENCHMARK_METHOD_FOUND;5;na
risky;JMH_UNSINKED_VARIABLE;4;na
memcached-java-clients-benchmark;JMH_BENCHMARK_METHOD_FOUND;12;na
netty;JMH_DEAD_STORE_VARIABLE;203;na
netty;JMH_BENCHMARK_METHOD_FOUND;159;na
netty;JMH_UNSINKED_VARIABLE;21;na
netty;JMH_LOOP_INSIDE_BENCHMARK;36;na
netty;JMH_UNSAFELOOP_INSIDE_BENCHMARK;14;na
netty;JMH_IGNORED_STATIC_METHOD_RETURN;10;na
netty;JMH_FIXTURE_USING_INVOCATION_SCOPE;2;na
netty;JMH_STATE_FINAL_PRIMITIVE;2;na
mxcache;JMH_NOTFORKED_BENCHMARK;1;na
flatbuffers-java-benchmark;JMH_BENCHMARK_METHOD_FOUND;13;na
entity-essentials;JMH_DEAD_STORE_VARIABLE;20;na
entity-essentials;JMH_BENCHMARK_METHOD_FOUND;4;na
hasher;JMH_BENCHMARK_METHOD_FOUND;18;na
hasher;JMH_UNSINKED_VARIABLE;5;na
handlers;JMH_BENCHMARK_METHOD_FOUND;1;na
handlers;JMH_LOOP_INSIDE_BENCHMARK;1;na
benchmark-arraycopy;JMH_BENCHMARK_METHOD_FOUND;14;na
benchmark-arraycopy;JMH_LOOP_INSIDE_BENCHMARK;7;na
benchmark-arraycopy;JMH_NOTFORKED_BENCHMARK;2;na
benchmark-arraycopy;JMH_UNSINKED_VARIABLE;2;na
benchmark-arraycopy;JMH_DEAD_STORE_VARIABLE;5;na
java-benchmarks;JMH_DEAD_STORE_VARIABLE;14;na
java-benchmarks;JMH_BENCHMARKMODE_SINGLESHOT;2;na
java-benchmarks;JMH_BENCHMARK_METHOD_FOUND;17;na
java-benchmarks;JMH_UNSINKED_VARIABLE;8;na
java-benchmarks;JMH_LOOP_INSIDE_BENCHMARK;30;na
java-benchmarks;JMH_UNSAFELOOP_INSIDE_BENCHMARK;9;na
microbenchmarks;JMH_BENCHMARK_METHOD_FOUND;67;na
microbenchmarks;JMH_LOOP_INSIDE_BENCHMARK;36;na
microbenchmarks;JMH_UNSAFELOOP_INSIDE_BENCHMARK;17;na
microbenchmarks;JMH_UNSINKED_VARIABLE;5;na
microbenchmarks;JMH_STATE_FINAL_PRIMITIVE;5;na
microbenchmarks;JMH_DEAD_STORE_VARIABLE;2;na
expire-threadlocal;JMH_BENCHMARK_METHOD_FOUND;6;na
expire-threadlocal;JMH_IGNORED_STATIC_METHOD_RETURN;5;na
bloomfilter;JMH_DEAD_STORE_VARIABLE;5;na
bloomfilter;JMH_BENCHMARK_METHOD_FOUND;11;na
bloomfilter;JMH_LOOP_INSIDE_BENCHMARK;11;na
