project;file;count
truffle;./compiler/src/org.graalvm.compiler.microbenchmarks/src/org/graalvm/compiler/microbenchmarks/graal/TestJMHWhitebox.java;1
truffle;./compiler/src/org.graalvm.compiler.microbenchmarks/src/org/graalvm/compiler/microbenchmarks/lir/CompileTimeBenchmark.java;3
truffle;./compiler/src/org.graalvm.compiler.microbenchmarks/src/org/graalvm/compiler/microbenchmarks/lir/RegisterAllocationTimeBenchmark.java;1
truffle;./compiler/src/org.graalvm.compiler.microbenchmarks/src/org/graalvm/compiler/microbenchmarks/lir/trace/TraceBuilderBenchmark.java;2
truffle;./compiler/src/org.graalvm.compiler.microbenchmarks/src/org/graalvm/compiler/microbenchmarks/lir/trace/TraceLSRAIntervalBuildingBench.java;1
truffle;./compiler/src/org.graalvm.compiler.virtual.bench/src/org/graalvm/compiler/virtual/bench/PartialEscapeBench.java;1
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/ArrayDuplicationBenchmark.java;3
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/ArrayListBenchmark.java;3
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/BoxingBenchmark.java;2
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/ConcurrentSkipListBenchmark.java;1
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/GuardedIntrinsicBenchmark.java;3
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/HashBenchmark.java;1
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/MathFunctionBenchmark.java;5
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/SimpleSyncBenchmark.java;3
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/StringBenchmark.java;5
truffle;./compiler/src/org.graalvm.micro.benchmarks/src/micro/benchmarks/TestJMHBlackbox.java;1
truffle;./truffle/src/com.oracle.truffle.api.benchmark/src/com/oracle/truffle/api/benchmark/EngineBenchmark.java;24
truffle;./truffle/src/com.oracle.truffle.api.benchmark/src/com/oracle/truffle/api/benchmark/NodeAdoptionBenchmark.java;9
truffle;./truffle/src/com.oracle.truffle.api.benchmark/src/com/oracle/truffle/api/benchmark/debug/DebugSpeedBench.java;5
truffle;./truffle/src/com.oracle.truffle.api.benchmark/src/com/oracle/truffle/api/benchmark/interop/JavaInteropSpeedBench.java;2
conscrypt;./benchmark-android/src/main/java/org/conscrypt/CaliperAlpnBenchmark.java;1
conscrypt;./benchmark-android/src/main/java/org/conscrypt/CaliperClientSocketBenchmark.java;1
conscrypt;./benchmark-android/src/main/java/org/conscrypt/CaliperEngineHandshakeBenchmark.java;1
conscrypt;./benchmark-android/src/main/java/org/conscrypt/CaliperEngineWrapBenchmark.java;1
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhAlpnBenchmark.java;1
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhCipherEncryptBenchmark.java;1
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhClientSocketBenchmark.java;1
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhEngineHandshakeBenchmark.java;1
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhEngineWrapBenchmark.java;2
conscrypt;./benchmark-jmh/src/jmh/java/org/conscrypt/JmhServerSocketBenchmark.java;1
dropbox-sdk-java;./src/test/java/com/dropbox/core/json/JsonDateReaderBench.java;3
objenesis;./benchmark/src/main/java/org/objenesis/benchmark/ConcurrentGetInstantiator.java;5
objenesis;./benchmark/src/main/java/org/objenesis/benchmark/CreateObject.java;8
jinjava;./benchmark/src/main/java/com/hubspot/jinjava/benchmarks/jinja2/Jinja2Benchmark.java;2
jinjava;./benchmark/src/main/java/com/hubspot/jinjava/benchmarks/liquid/LiquidBenchmark.java;2
controller;./opendaylight/md-sal/benchmark-data-store/src/main/java/org/opendaylight/controller/md/sal/dom/store/benchmark/AbstractInMemoryBrokerWriteTransactionBenchmark.java;6
controller;./opendaylight/md-sal/benchmark-data-store/src/main/java/org/opendaylight/controller/md/sal/dom/store/benchmark/AbstractInMemoryDatastoreWriteTransactionBenchmark.java;6
flexmark-java;./flexmark/src/test/java/com/vladsch/flexmark/test/SpecBenchmark.java;2
flexmark-java;./flexmark-integration-test/src/test/java/com/vladsch/flexmark/integration/PegDownBenchmark.java;2
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/Counters.java;3
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/Ids.java;14
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/PercentileTimers.java;4
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/StringCreate.java;3
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/StringForeach.java;4
spectator;./spectator-api/src/jmh/java/com/netflix/spectator/perf/StringReplace.java;10
spectator;./spectator-ext-ipc/src/jmh/java/com/netflix/spectator/ipc/ServerGroupParsing.java;3
ixjava;./src/jmh/java/ix/FlattenIterableArrayPerf.java;3
ixjava;./src/jmh/java/ix/FlattenIterablePerf.java;3
ixjava;./src/jmh/java/ix/IxPerf.java;1
ixjava;./src/jmh/java/ix/RangePerf.java;2
ixjava;./src/jmh/java/ix/ReducePerf.java;2
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/CoordPackerBenchmark.java;20
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/DataStructureBenchmark.java;36
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/DijkstraBenchmark.java;13
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/FOVCacheBenchmark.java;2
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/HashBenchmark.java;23
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/LOSBenchmark.java;5
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/MathBenchmark.java;30
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/NoiseBenchmark.java;31
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/RNGBenchmark.java;64
SquidLib;./squidlib-performance/src/main/java/squidpony/performance/WaypointBenchmark.java;9
indexr;./indexr-segment/src/benchmark/java/io/indexr/JNABenchmark.java;12
indexr;./indexr-segment/src/benchmark/java/io/indexr/compress/bh/BHCompressBenchmark.java;10
indexr;./indexr-segment/src/benchmark/java/io/indexr/segment/pack/BufferSliceBenchmark.java;2
indexr;./indexr-segment/src/benchmark/java/io/indexr/segment/pack/SegmentBenchmark.java;7
indexr;./indexr-segment/src/benchmark/java/io/indexr/util/WildcardBenchmark.java;2
indexr;./indexr-segment/src/benchmark/java/test/Cast.java;3
indexr;./indexr-segment/src/benchmark/java/test/LoopyBenchmarks.java;5
indexr;./indexr-segment/src/benchmark/java/test/Memory.java;5
indexr;./indexr-segment/src/benchmark/java/test/StopThread.java;2
RxJava2Extensions;./src/jmh/java/hu/akarnokd/rxjava2/FlatMapExPerf.java;12
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/csv/CsvParserBenchmark.java;5
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/csv/UnescapeBenchmark.java;1
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/csv/io/InputStreamBenchmark.java;4
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/csv/io/ReaderBenchmark.java;5
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/io/CharReadingBenchmark.java;5
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/map/KeyObjectStoreGetBenchmark.java;2
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/map/KeyObjectStorePutBenchmark.java;2
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/map/MapperCacheBenchmark.java;1
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/reflect/GetterIntBenchmark.java;7
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/reflect/GetterStringBenchmark.java;7
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/utils/UUIDBenchMarkRead.java;2
SimpleFlatMapper;./sfm-jmh/src/main/java/org/simpleflatmapper/utils/UUIDBenchMarkWrite.java;2
logstash-gelf;./src/perf/java/biz/paluch/logging/gelf/GelfMessageAssemblerBenchmark.java;10
logstash-gelf;./src/perf/java/biz/paluch/logging/gelf/intern/GelfMessageBenchmark.java;6
tchannel-java;./tchannel-benchmark/src/main/java/com/uber/tchannel/benchmarks/LargePayloadBenchmark.java;1
tchannel-java;./tchannel-benchmark/src/main/java/com/uber/tchannel/benchmarks/PingPongMultiServerBenchmark.java;1
tchannel-java;./tchannel-benchmark/src/main/java/com/uber/tchannel/benchmarks/PingPongServerBenchmark.java;1
java-json-benchmark;./src/main/java/com/github/fabienrenaud/jjb/databind/Deserialization.java;16
java-json-benchmark;./src/main/java/com/github/fabienrenaud/jjb/databind/Serialization.java;16
java-json-benchmark;./src/main/java/com/github/fabienrenaud/jjb/stream/Deserialization.java;12
java-json-benchmark;./src/main/java/com/github/fabienrenaud/jjb/stream/Serialization.java;12
fsqio;./test/jvm/io/fsq/spindle/benchmark/test/ReadBenchmark.java;2
fsqio;./test/jvm/io/fsq/spindle/benchmark/test/WriteBenchmark.java;2
spring-boot-starter-netty;./src/integTest/java/org/springframework/boot/context/embedded/netty/HttpContentInputStreamBenchmark.java;2
spring-boot-starter-netty;./src/integTest/java/org/springframework/boot/context/embedded/netty/HttpResponseOutputStreamBenchmark.java;2
spring-boot-starter-netty;./src/integTest/java/org/springframework/boot/context/embedded/netty/NettyHttpServletResponseBenchmark.java;3
gral;./gral-core/src/jmh/java/de/erichseifert/gral/data/DataTableBenchmark.java;1
RHub;./reactor/src/perf/java/io/apptik/rhub/EmitterProcProxyPerf.java;2
RHub;./reactor/src/perf/java/io/apptik/rhub/EmitterProcessorPerf.java;2
RHub;./rxjava-v1/src/perf/java/io/apptik/rhub/PublishProxyPerf.java;2
RHub;./rxjava-v1/src/perf/java/io/apptik/rhub/PublishSubjectPerf.java;2
RHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishObsProxyPerf.java;2
RHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishProcProxyPerf.java;2
RHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishProcessorPerf.java;2
RHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishSubjectPerf.java;2
rxHub;./reactor/src/perf/java/io/apptik/rhub/EmitterProcProxyPerf.java;2
rxHub;./reactor/src/perf/java/io/apptik/rhub/EmitterProcessorPerf.java;2
rxHub;./rxjava-v1/src/perf/java/io/apptik/rhub/PublishProxyPerf.java;2
rxHub;./rxjava-v1/src/perf/java/io/apptik/rhub/PublishSubjectPerf.java;2
rxHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishObsProxyPerf.java;2
rxHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishProcProxyPerf.java;2
rxHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishProcessorPerf.java;2
rxHub;./rxjava-v2/src/perf/java/io/apptik/rhub/PublishSubjectPerf.java;2
jbrotli;./jbrotli-performance/src/main/java/org/meteogroup/jbrotli/performance/Brotli_vs_Gzip_Benchmark.java;5
blixtser;./blixtser-benchmark/src/main/java/com/mojang/blixtser/benchmark/MicroBenchmark_AllModes.java;4
blixtser;./blixtser-benchmark/src/main/java/com/mojang/blixtser/benchmark/MicroBenchmark_AverageTime.java;4
blixtser;./blixtser-benchmark/src/main/java/com/mojang/blixtser/benchmark/MicroBenchmark_SampleTime.java;4
blixtser;./blixtser-benchmark/src/main/java/com/mojang/blixtser/benchmark/MicroBenchmark_SingleShotTime.java;4
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/beanvalidation/JPAValidationBenchmark.java;2
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/beanvalidation/MOXyValidationBenchmark.java;4
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/jpa/persistence_content_handler/PersistenceContentHandlerBenchmark.java;1
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/jpa/tests/basic/JPAMetadataProcessingTests.java;3
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/jpa/tests/basic/MethodHandleComparisonTests.java;72
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/json/marshal/JsonMarshalBenchmark.java;1
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/json/unmarshal/JsonUnmarshalBenchmark.java;4
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/json/writer/JsonWriterBenchmark.java;1
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/largexml/LargeXmlBenchmark.java;6
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/moxy/casesensitivity/CaseInsensitiveUnmarshalBenchmark.java;2
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/moxy/referenceresolver/ReferenceResolverBenchmark.java;3
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/reflection/ReflectionBenchmark.java;17
eclipselink.runtime;./performance/eclipselink.perf.test/src/org/eclipse/persistence/testing/perf/smallxml/SmallXmlBenchmark.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/Chronicle.java;2
benchmarks;./src/main/java/org/lmdbjava/bench/LevelDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJavaAgrona.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJavaByteBuffer.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJni.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbLwjgl.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/MapDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/MvStore.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/RocksDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/Xodus.java;6
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/concurrency/VolatileBenchmark.java;8
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/jit/AutoboxingElimination.java;5
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/jit/DeadCode.java;2
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/jit/EnumValues.java;5
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/jit/EscapeAnalysis.java;5
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/jit/LoopConditionals.java;2
java-perv;./labs-8/src/main/java/ru/gvsmirnov/perv/labs/time/TimeKillerBenchmark.java;10
yangtools;./benchmarks/src/main/java/org/opendaylight/yangtools/yang/data/impl/tree/InMemoryDataTreeBenchmark.java;9
100-Java-Concurrency-questions;./cache-size/src/main/java/com/github/arteam/ExperimentalCacheSizes.java;1
100-Java-Concurrency-questions;./false-sharing/src/main/java/com/github/arteam/benchmark/FalseSharingBenchmark.java;4
hash-bench;./src/main/java/au/com/acegi/hashbench/HashBench.java;3
a-foundation;./a-foundation-benchmark/src/main/java/com/ajjpj/afoundation/collection/immutable/AMapReadBenchmark.java;2
a-foundation;./a-foundation-benchmark/src/main/java/com/ajjpj/afoundation/collection/immutable/AMapShotgunUpdateBenchmark.java;1
a-foundation;./a-foundation-benchmark/src/main/java/com/ajjpj/afoundation/concurrent/PoolBenchmark.java;36
benchmarks;./src/main/java/org/lmdbjava/bench/Chronicle.java;2
benchmarks;./src/main/java/org/lmdbjava/bench/LevelDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJavaAgrona.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJavaByteBuffer.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbJni.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/LmdbLwjgl.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/MapDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/MvStore.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/RocksDb.java;6
benchmarks;./src/main/java/org/lmdbjava/bench/Xodus.java;6
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/ConvertBigStringToInputStreamBenchmark.java;4
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/ConvertInputStreamToStringBenchmark.java;11
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/ConvertInputStreamToStringBigBenchmark.java;11
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/ConvertStringToInputStreamBenchmark.java;4
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/FindCountOfOccurrencesBenchmark.java;9
java_in_examples;./perfomance_test/src/main/java/com/github/vedenin/perfomace_test/iteratemap/IterateThroughHashMapTest.java;10
Own-Programming-Language-Tutorial;./src/test/java/com/annimon/ownlang/parser/LexerBenchmarkTest.java;1
Own-Programming-Language-Tutorial;./src/test/java/com/annimon/ownlang/parser/ParserBenchmarkTest.java;1
decimal4j;./src/jmh/java/org/decimal4j/jmh/AddBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/AddCheckedBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/AvgBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/ConvertFromDoubleBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/ConvertFromStringBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/ConvertToDoubleBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/ConvertToStringBenchmark.java;6
decimal4j;./src/jmh/java/org/decimal4j/jmh/DivideBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/DivideCheckedBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/DivideLongBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/DoubleBenchmark.java;6
decimal4j;./src/jmh/java/org/decimal4j/jmh/DoubleRounderBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/MultiplyBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/MultiplyCheckedBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/MultiplyExactBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/MultiplyLongBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/PowBenchmark.java;6
decimal4j;./src/jmh/java/org/decimal4j/jmh/RoundBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/ScaleBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/SqrtBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/SquareBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/SquareCheckedBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/SubtractBenchmark.java;4
decimal4j;./src/jmh/java/org/decimal4j/jmh/SubtractCheckedBenchmark.java;4
cukedoctor;./cukedoctor-converter/src/perf/java/com/github/cukedoctor/CukedoctorBenchmark.java;1
Event4J;./benchmark/src/main/java/net/techcable/event4j/benchmark/EventBenchmark.java;3
NeoEMF;./benchmarks/core/src/main/java/fr/inria/atlanmod/neoemf/benchmarks/runner/AtomicRunner.java;6
NeoEMF;./benchmarks/core/src/main/java/fr/inria/atlanmod/neoemf/benchmarks/runner/ReadOnlyRunner.java;13
NeoEMF;./benchmarks/core/src/main/java/fr/inria/atlanmod/neoemf/benchmarks/runner/ReadWriteRunner.java;1
NeoEMF;./benchmarks/core/src/main/java/fr/inria/atlanmod/neoemf/benchmarks/runner/WriteOnlyRunner.java;3
clashofthelambdas;./java/src/main/java/benchmarks/ClashOfLambdas.java;15
javersion;./javersion-benchmark/src/test/java/benchmark/ClojureHashMap.java;2
javersion;./javersion-benchmark/src/test/java/benchmark/DiffBenchmark.java;4
javersion;./javersion-benchmark/src/test/java/benchmark/MergeBenchmark.java;2
mx;./java/com.oracle.mxtool.jmh_1_21/src/com/oracle/mxtool/jmh_1_21/TestJMH_1_21.java;1
shadow-pgsql;./jmh/src/main/java/shadow/pgsql/benchmark/JDBCBenchmark.java;1
shadow-pgsql;./jmh/src/main/java/shadow/pgsql/benchmark/ParseBenchmark.java;3
shadow-pgsql;./jmh/src/main/java/shadow/pgsql/benchmark/ShadowBenchmark.java;1
Microservices;./src/test/java/net/openhft/samples/microservices/orders/ComponentsBenchmark.java;1
javallier;./benchmark/src/main/java/com/n1analytics/paillier/JavallierBenchmark.java;10
rate-limited-logger;./jmh-tests/src/main/java/com/swrve/ratelimitedlogger/benchmarks/BenchLogWithPatternAndLevel.java;1
rate-limited-logger;./jmh-tests/src/main/java/com/swrve/ratelimitedlogger/benchmarks/BenchRateLimitedLogWithPattern.java;1
rate-limited-logger;./jmh-tests/src/main/java/com/swrve/ratelimitedlogger/benchmarks/BenchWithStringKey.java;1
reversegeocode;./src/bench/java/com/kno10/reversegeocode/bench/BenchmarkReverseGeocoder.java;4
rtree-3d;./src/test/java/com/github/davidmoten/rtree3d/BenchmarksRTree.java;34
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/counter/ResetOnSnapshotCounterBenchmark.java;2
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/counter/ResetPeriodicallyCounterBenchmark.java;2
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/counter/SmoothlyDecayingRollingCounterBenchmark.java;2
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/counter/SmoothlyDecayingRollingCounterPerOperationBenchmark.java;5
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/histogram/CountAtPercentileExtractionBenchmark.java;2
rolling-metrics;./src/main/benchmark/com/github/rollingmetrics/histogram/accumulator/HistogramRecordingBenchmark.java;7
