project;bugtype;count;version
geo;JMH_IGNORED_METHOD_RETURN;2;e90d2f406133cd9b60d54a3e6bdb7423d7fcce37
geo;JMH_STATE_FINAL_FIELD;7;e90d2f406133cd9b60d54a3e6bdb7423d7fcce37
reveno;JMH_STATE_FINAL_FIELD;14;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
reveno;JMH_BENCHMARK_METHOD_FOUND;1;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
reveno;JMH_IGNORED_METHOD_RETURN;1;fc5fb289bfadd8cfeeca0e95b70234d4e6a40da4
mini2Dx;JMH_BENCHMARK_METHOD_FOUND;55;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
mini2Dx;JMH_IGNORED_METHOD_RETURN;53;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
mini2Dx;JMH_STATE_FINAL_FIELD;24;7ac7ec18bf55c860919ad3c62a5bcff2f9a48cc8
indexr;JMH_BENCHMARK_METHOD_FOUND;34;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_IGNORED_METHOD_RETURN;9;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_LOOP_INSIDE_BENCHMARK;21;d55e924982f7d756ec8c267e178c8d7225121bcd
indexr;JMH_STATE_FINAL_FIELD;2;d55e924982f7d756ec8c267e178c8d7225121bcd
hpack;JMH_STATE_FINAL_FIELD;18;d58ac0c4dff6a228c4f93a8b31587392918a7a8e
